ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-9675108	Nervous system development	24	0.3249152028893	1.43051600028555	0.101419878296146	0.14625	0.0786842105263158	87	tags=83%, list=58%, signal=42%	26986/6207/3326/5700/7094/7280/5714/10487/5702/6139/7430/5717/6122/10383/10376/6222/6201/10094/4736/6711
R-HSA-9012999	RHO GTPase cycle	10	0.446808510638298	1.4234437334257	0.0962671905697446	0.14625	0.0786842105263158	88	tags=100%, list=58%, signal=45%	4001/3326/3183/908/55968/10376/832/10970/6711/11140
R-HSA-168249	Innate Immune System	37	0.277528484735324	1.37341804005909	0.113320079522863	0.15452738116754	0.0831375384059281	61	tags=57%, list=40%, signal=45%	3837/5518/3303/7520/302/3326/5049/2547/8836/5700/829/203068/5714/10493/10487/5702/5478/629/3608/5717/654364
R-HSA-109582	Hemostasis	16	0.357044638907036	1.36948093630469	0.117063492063492	0.154936974789916	0.0833579045653349	72	tags=75%, list=48%, signal=44%	5518/2335/302/8407/7094/829/7280/10487/5478/10383/10376/832
R-HSA-194315	Signaling by Rho GTPases	16	0.349801858200898	1.34170051609378	0.128968253968254	0.161210317460317	0.0867330362944398	88	tags=88%, list=58%, signal=41%	5518/4001/3326/3183/908/7280/55968/10383/10376/832/10970/10094/6711/11140
R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	16	0.349801858200898	1.34170051609378	0.128968253968254	0.161210317460317	0.0867330362944398	88	tags=88%, list=58%, signal=41%	5518/4001/3326/3183/908/7280/55968/10383/10376/832/10970/10094/6711/11140
R-HSA-74160	Gene expression (Transcription)	12	0.381294964028777	1.32717846064661	0.139442231075697	0.169591902659632	0.0912424271619071	98	tags=100%, list=65%, signal=38%	5518/5700/6741/5714/5702/5717/348/6500/1340/3329/7532/847
R-HSA-212436	Generic Transcription Pathway	11	0.378571428571429	1.26492070605933	0.196428571428571	0.226648351648352	0.121939464044727	98	tags=100%, list=65%, signal=38%	5518/5700/5714/5702/5717/348/6500/1340/3329/7532/847
R-HSA-73857	RNA Polymerase II Transcription	11	0.378571428571429	1.26492070605933	0.196428571428571	0.226648351648352	0.121939464044727	98	tags=100%, list=65%, signal=38%	5518/5700/5714/5702/5717/348/6500/1340/3329/7532/847
R-HSA-597592	Post-translational protein modification	20	0.280699470142187	1.1689748049507	0.256410256410256	0.288461538461538	0.155195681511471	76	tags=75%, list=50%, signal=43%	2335/3183/5700/829/7280/5714/5702/8775/5717/348/10383/10376/832/6500/10970
R-HSA-6798695	Neutrophil degranulation	29	0.240497882534873	1.12491584097706	0.301587301587302	0.331010452961672	0.178087495160666	61	tags=55%, list=40%, signal=41%	3837/3303/7520/302/3326/5049/2547/8836/203068/10493/10487/5702/5478/3608/5717/654364
R-HSA-5653656	Vesicle-mediated transport	18	-0.220184937736487	-0.868305859204132	0.618181818181818	0.662337662337662	0.356345408976988	111	tags=94%, list=74%, signal=28%	829/7280/8775/10525/348/10383/10376/832/81567/10094/6711/7532/4035/23011/5878/950/51552
R-HSA-1266738	Developmental Biology	29	0.173985783512102	0.81380909434489	0.706349206349206	0.739202657807309	0.397699675545453	87	tags=72%, list=58%, signal=38%	26986/6207/3326/826/5700/7094/7280/5714/10487/5702/6139/7430/5717/6122/10383/10376/6222/6201/10094/4736/6711
R-HSA-199991	Membrane Trafficking	15	-0.199204749033887	-0.730758461084641	0.800813008130081	0.819013303769401	0.440638736530906	111	tags=93%, list=74%, signal=27%	829/7280/8775/10383/10376/832/81567/10094/6711/7532/23011/5878/950/51552
R-HSA-1474244	Extracellular matrix organization	11	0.171428571428571	0.572794281989128	0.932539682539683	0.932539682539683	0.501717256103221	127	tags=100%, list=84%, signal=17%	2335/826/80781/3383/2192/2/1292/1293/6382/999/3672

