ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa00053	Ascorbate and aldarate metabolism	11	-0.754803254845938	-1.9607525230642	0.00132562394445457	0.00725194275495737	0.00451450878916418	107	tags=55%, list=16%, signal=46%	224/7363/217/7365/7366/7364
hsa03320	PPAR signaling pathway	17	-0.668423090029201	-1.94847679957808	0.00150413112779021	0.00757576419040184	0.00471609542130278	195	tags=71%, list=30%, signal=51%	5106/1622/34/51/11001/3157/345/2168/3158/30/2180/10998
hsa00330	Arginine and proline metabolism	11	-0.749183857415316	-1.946155013555	0.00162919660008642	0.00757576419040184	0.00471609542130278	107	tags=64%, list=16%, signal=54%	224/4128/2805/217/4129/2806/383
hsa00040	Pentose and glucuronate interconversions	11	-0.748488271571903	-1.94434809011008	0.00162919660008642	0.00757576419040184	0.00471609542130278	134	tags=64%, list=20%, signal=52%	6652/51181/7363/7360/7365/7366/7364
hsa00650	Butanoate metabolism	12	-0.732193468278709	-1.93189521569639	0.0018478957726965	0.00763532709357169	0.00475317476113688	139	tags=67%, list=21%, signal=54%	3157/3155/7915/123876/38/3158/18/35
hsa00260	Glycine, serine and threonine metabolism	12	-0.730267958917383	-1.92681475201556	0.00197040699188947	0.00763532709357169	0.00475317476113688	108	tags=58%, list=16%, signal=50%	6472/1738/4128/9380/4129/189/6470
hsa04936	Alcoholic liver disease	17	-0.660356427304554	-1.92496219422789	0.00195434110304817	0.00763532709357169	0.00475317476113688	107	tags=65%, list=16%, signal=56%	34/51/224/37/130/2168/125/126/217/131/127
hsa01212	Fatty acid metabolism	19	-0.627470062967401	-1.90742376059685	0.0017630801026979	0.00763532709357169	0.00475317476113688	182	tags=63%, list=28%, signal=47%	51495/34/51/7923/38/37/30/2180/36/51144/10449/35
hsa03040	Spliceosome	11	0.706451591413386	1.79048286452123	0.00381147825969517	0.014178699126066	0.00882658123297829	109	tags=64%, list=17%, signal=54%	3178/3303/220988/3192/3183/5093/7919
hsa00983	Drug metabolism - other enzymes	18	-0.605798548739062	-1.81717043240324	0.0040308085209757	0.014220109330092	0.0088523600809854	22	tags=39%, list=3%, signal=39%	7363/8824/7365/4257/1807/7366/7364
hsa01240	Biosynthesis of cofactors	27	-0.543456229678888	-1.81464500340553	0.00412841883776864	0.014220109330092	0.0088523600809854	108	tags=41%, list=16%, signal=36%	6472/224/1738/7363/217/7360/7365/3242/7366/7364/6470
hsa04146	Peroxisome	18	-0.600646529384893	-1.8017162896737	0.00442988602167678	0.0147135500005693	0.00915953876662493	184	tags=61%, list=28%, signal=45%	5825/51/11001/3155/3418/847/570/30/54363/2180/189
hsa05131	Shigellosis	21	0.550559770092316	1.68636423321389	0.00674876458100108	0.0216425898632103	0.0134730327388406	175	tags=48%, list=27%, signal=36%	826/7094/6500/10094/7416/87/29108/81/7414/10627
hsa05169	Epstein-Barr virus infection	14	0.634623900537317	1.71643657186828	0.00804180044379855	0.0249295813757755	0.0155192640143481	188	tags=64%, list=29%, signal=47%	5700/5714/5702/5717/3383/637/567/5701/5710
hsa05014	Amyotrophic lateral sclerosis	56	0.418012886907305	1.59026548072836	0.00848955823651516	0.0254686747095455	0.0158548625809282	190	tags=41%, list=29%, signal=32%	3178/220988/5700/7280/5714/203068/5702/7385/5717/3181/4702/10383/10376/1340/637/7416/10189/4698/6428/5701/1537/5710/4716
hsa05203	Viral carcinogenesis	12	0.654605680605558	1.69377945870006	0.0128546786719888	0.0373589098904675	0.0232568199657693	161	tags=58%, list=25%, signal=45%	27044/5700/7534/87/81/10971/7532

