"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"CC","GO:0005789","endoplasmic reticulum membrane",16,-0.692721017013322,-2.61614706443931,4.2867332306344e-06,0.000154981893722936,0.000107255106742189,53,"tags=94%, list=35%, signal=68%","PGRMC1/RAB21/ACSL1/CYB5R3/SCARB2/REEP6/RETSAT/UGT2B10/MGST1/HPD/UGT2B15/DHRS7/CYP2C9/UGT2B7/CYP2C8"
"BP","GO:0044283","small molecule biosynthetic process",15,-0.713680820451495,-2.65915396122742,8.37729740895882e-06,0.000281237841586475,0.000194630443561525,30,"tags=73%, list=20%, signal=65%","ACAA2/GOT2/ASL/FBP1/GPD1/ALDOB/AGXT/CPS1/CYP2C9/SHMT1/CYP2C8"
"MF","GO:0016491","oxidoreductase activity",24,-0.605633769165642,-2.58670356255053,1.04189466797952e-05,0.000326460329300251,0.000225926633267139,47,"tags=75%, list=31%, signal=61%","ACAA1/HAO1/ALDH2/ADH7/CYB5R3/IVD/GRHPR/AKR7A3/ADH4/MAOB/RETSAT/MGST1/HPD/GPD1/DHRS7/ACADS/CYP2C9/CYP2C8"
"BP","GO:0051276","chromosome organization",12,0.7379492977594,2.5783793663767,1.48333336601127e-05,0.00043572917626581,0.000301546059274659,41,"tags=92%, list=27%, signal=73%","KPNB1/HNRNPA1/PPP2R1A/HSPA1A/XRCC5/HNRNPU/HSP90AB1/HNRNPC/XRCC6/ANXA1/CCT6A"
"BP","GO:0010605","negative regulation of macromolecule metabolic process",34,0.508327802204719,2.45633045670557,2.79061544763744e-05,0.000771523094346822,0.000533931995863758,39,"tags=59%, list=26%, signal=56%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0031324","negative regulation of cellular metabolic process",33,0.502550456600088,2.42972625740332,5.19561731614221e-05,0.00135663341032602,0.000938857164144996,39,"tags=61%, list=26%, signal=58%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0045595","regulation of cell differentiation",15,0.654609116148251,2.46563122593604,5.68679144752009e-05,0.00140673262122865,0.000973528286583772,28,"tags=67%, list=19%, signal=60%","CLIC1/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPU/FN1/ANXA2/HSP90AB1/XRCC6"
"BP","GO:0006996","organelle organization",48,0.442408204833975,2.32977308950508,6.28910359016542e-05,0.00147793934368887,0.00102280684703217,53,"tags=58%, list=35%, signal=56%","KPNB1/HNRNPA1/PPP2R1A/HSPA1A/XRCC5/LMNB1/HNRNPU/ANXA2/PLS3/HSP90AB1/IMMT/HNRNPC/TAGLN2/XRCC6/EIF5/BANF1/RNH1/ANXA1/TLN1/CCT6A/CAPZA1/TUBB2A/TUBB/VAT1/CAP1/PPIA/EZR/NSFL1C"
"MF","GO:0016740","transferase activity",17,-0.621573486900361,-2.38160869773414,7.25461268083422e-05,0.00160451297459423,0.00111040203616935,30,"tags=65%, list=20%, signal=58%","ACAA2/GOT2/UGP2/KHK/PYGL/UGT2B10/MGST1/AGXT/UGT2B15/UGT2B7/SHMT1"
"BP","GO:0090304","nucleic acid metabolic process",36,0.4716495674,2.32019986799587,8.19325774260883e-05,0.00160451297459423,0.00111040203616935,64,"tags=72%, list=42%, signal=55%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/CCT6A/PSMC3/PPIA/EZR/ILF2/HINT1/HNRNPA2B1/APOE"
"CC","GO:0043228","non-membrane-bounded organelle",60,0.410307204830246,2.22894442685342,7.9804557849437e-05,0.00160451297459423,0.00111040203616935,82,"tags=78%, list=54%, signal=59%","KPNB1/HNRNPA1/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/ANXA2/PLS3/HSP90AB1/HNRNPC/TAGLN2/PAFAH1B2/XRCC6/SSB/BANF1/ANXA1/TLN1/CCT6A/CAPZA1/TUBB2A/TUBB/CAP1/PSMC3/RPL17/EZR/NSFL1C/ILF2/HINT1/HNRNPA2B1/RPL3/EEF1D/FLNB/TUBB4B/TUBA1B/CAPZB/SKP1/HSPA9/CKAP4/RPS18/PCBP1/RPS7/HNMT/ARPC3"
"CC","GO:0043232","intracellular non-membrane-bounded organelle",60,0.410307204830246,2.22894442685342,7.9804557849437e-05,0.00160451297459423,0.00111040203616935,82,"tags=78%, list=54%, signal=59%","KPNB1/HNRNPA1/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/ANXA2/PLS3/HSP90AB1/HNRNPC/TAGLN2/PAFAH1B2/XRCC6/SSB/BANF1/ANXA1/TLN1/CCT6A/CAPZA1/TUBB2A/TUBB/CAP1/PSMC3/RPL17/EZR/NSFL1C/ILF2/HINT1/HNRNPA2B1/RPL3/EEF1D/FLNB/TUBB4B/TUBA1B/CAPZB/SKP1/HSPA9/CKAP4/RPS18/PCBP1/RPS7/HNMT/ARPC3"
"BP","GO:0010558","negative regulation of macromolecule biosynthetic process",27,0.535528650310866,2.43510929865889,0.000100367666031115,0.00179776648654932,0.00124414298845182,39,"tags=67%, list=26%, signal=60%","HNRNPA1/HNRNPR/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0031327","negative regulation of cellular biosynthetic process",27,0.535528650310866,2.43510929865889,0.000100367666031115,0.00179776648654932,0.00124414298845182,39,"tags=67%, list=26%, signal=60%","HNRNPA1/HNRNPR/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"MF","GO:0003676","nucleic acid binding",52,0.432997569827037,2.3061037314645,0.000107100982177406,0.00179776648654932,0.00124414298845182,37,"tags=44%, list=25%, signal=51%","KPNB1/HNRNPA1/HNRNPR/HSPA1A/XRCC5/LMNB1/HDLBP/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/IMMT/HNRNPC/XRCC6/EEF1B2/SND1/EIF5/PSMC1/SSB/BANF1"
"BP","GO:0009892","negative regulation of metabolic process",36,0.466509732081889,2.29491532190301,0.000104109443054205,0.00179776648654932,0.00124414298845182,39,"tags=56%, list=26%, signal=54%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"CC","GO:0031984","organelle subcompartment",20,-0.578486848915328,-2.31387111439756,0.00011248343138039,0.00180126553181864,0.00124656450018356,49,"tags=85%, list=32%, signal=66%","PGRMC1/RAB21/ACSL1/CYB5R3/SCARB2/REEP6/CDH1/RAB14/RETSAT/UGT2B10/MGST1/HPD/UGT2B15/DHRS7/CYP2C9/UGT2B7/CYP2C8"
"BP","GO:0019538","protein metabolic process",53,0.431237143291355,2.31345433088033,0.000114974395647998,0.00180126553181864,0.00124656450018356,65,"tags=66%, list=43%, signal=58%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/CAPNS1/XRCC6/EEF1B2/EIF5/FKBP11/PSMC1/SSB/ANXA1/CCT6A/PSMD8/PSMC3/PPIA/RPL17/EZR/NSFL1C/CFB/UQCRC2/HYOU1/PSMD11/HINT1/RPL3/APOE/EEF1D"
"BP","GO:0009890","negative regulation of biosynthetic process",28,0.515449667942782,2.35971641012834,0.000132347179215468,0.00200655400746032,0.00138863424032528,39,"tags=64%, list=26%, signal=59%","HNRNPA1/HNRNPR/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/HSP90AB1/HNRNPC/XRCC6/SND1/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0010468","regulation of gene expression",42,0.429952033635727,2.21024125783193,0.000193611579721703,0.00284367007716251,0.00196795980703967,39,"tags=50%, list=26%, signal=51%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/EIF5/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0044282","small molecule catabolic process",17,-0.596242855241075,-2.28455234969122,0.000222548984914873,0.0031696370578785,0.00219354501877818,47,"tags=82%, list=31%, signal=64%","ACAT1/ACAA1/HAO1/ALDH2/IVD/ADH4/ACAA2/GOT2/HPD/ALDOB/AGXT/ACADS/ARG1/SHMT1"
"CC","GO:0098827","endoplasmic reticulum subcompartment",17,-0.585406788832148,-2.24303309162662,0.000301871124338997,0.00417292436586261,0.00288786926999226,53,"tags=88%, list=35%, signal=65%","PGRMC1/RAB21/ACSL1/CYB5R3/SCARB2/REEP6/RETSAT/UGT2B10/MGST1/HPD/UGT2B15/DHRS7/CYP2C9/UGT2B7/CYP2C8"
"CC","GO:1990904","ribonucleoprotein complex",22,0.534359106253892,2.28932779442822,0.000383681764489748,0.0051522979802909,0.00356564406698743,35,"tags=55%, list=23%, signal=49%","HNRNPA1/HNRNPR/HSPA1A/XRCC5/HDLBP/HNRNPA3/HNRNPU/PABPC1/RPS13/HNRNPC/SND1/SSB"
"BP","GO:0010556","regulation of macromolecule biosynthetic process",43,0.427318722252085,2.20032766881338,0.00039544953634652,0.00516281339119068,0.00357292124944663,41,"tags=51%, list=27%, signal=52%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/EIF5/SSB/BANF1/RNH1/ANXA1/CCT6A"
"BP","GO:0043170","macromolecule metabolic process",72,0.380086403199747,2.15974428332105,0.00040703630667608,0.00517046119291237,0.00357821390506142,65,"tags=60%, list=43%, signal=65%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/CAPNS1/XRCC6/EEF1B2/SND1/EIF5/FKBP11/PSMC1/SSB/BANF1/RNH1/ANXA1/CCT6A/PSMD8/PSMC3/PPIA/RPL17/EZR/NSFL1C/CFB/UQCRC2/HYOU1/ILF2/PSMD11/HINT1/HNRNPA2B1/RPL3/APOE/EEF1D"
"BP","GO:1901605","alpha-amino acid metabolic process",10,-0.709219858156028,-2.20962052356372,0.000462565064632482,0.00552752942251397,0.00382532271345312,52,"tags=100%, list=34%, signal=70%","HAO1/IVD/GOT2/HPD/ASL/AGXT/ARG1/CPS1/SHMT1"
"MF","GO:0003723","RNA binding",48,0.406834738404133,2.14243907561679,0.000491167168842166,0.00552752942251397,0.00382532271345312,35,"tags=42%, list=23%, signal=47%","KPNB1/HNRNPA1/HNRNPR/HSPA1A/XRCC5/HDLBP/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/IMMT/HNRNPC/XRCC6/SND1/EIF5/PSMC1/SSB"
"CC","GO:0005634","nucleus",72,0.375609223080011,2.13430384638988,0.000481042071517552,0.00552752942251397,0.00382532271345312,65,"tags=60%, list=43%, signal=65%","KPNB1/CLIC1/HNRNPA1/HNRNPR/PPP2R1A/DNPH1/HSPA1A/XRCC5/LMNB1/HDLBP/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/HNRNPC/PAFAH1B2/XRCC6/SND1/GGH/PSMC1/SSB/BANF1/RNH1/ANXA1/TUBB2A/TUBB/PSMD8/PSMC3/PPIA/RPL17/EZR/NSFL1C/UQCRC2/ILF2/PSMD11/HINT1/HNRNPA2B1/RPL3/APOE/EEF1D"
"BP","GO:0006629","lipid metabolic process",29,-0.468351501375479,-2.12552545119949,0.000493949437756567,0.00552752942251397,0.00382532271345312,47,"tags=72%, list=31%, signal=62%","LRP1/CAT/ACAT1/ACAA1/HAO1/ACSL1/ADH7/CYB5R3/IVD/ADH4/ACAA2/RETSAT/UGT2B10/GPD1/UGT2B15/DHRS7/ACADS/CPS1/CYP2C9/UGT2B7/CYP2C8"
"BP","GO:0009059","macromolecule biosynthetic process",58,0.372945630330973,2.02740899783299,0.000457525636969088,0.00552752942251397,0.00382532271345312,65,"tags=62%, list=43%, signal=57%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/EEF1B2/SND1/EIF5/FKBP11/SSB/BANF1/RNH1/ANXA1/CCT6A/PSMC3/PPIA/RPL17/EZR/HYOU1/ILF2/HINT1/HNRNPA2B1/RPL3/APOE/EEF1D"
"BP","GO:0005975","carbohydrate metabolic process",10,-0.706027320976574,-2.19967396666344,0.000508362156939036,0.0055565165991011,0.00384538326791095,43,"tags=90%, list=28%, signal=69%","ALDH2/SCARB2/UGP2/KHK/PYGL/FBP1/GPD1/ALDOB/SLC2A2"
"BP","GO:0006520","amino acid metabolic process",11,-0.666137325757028,-2.15524268663116,0.000535840468169915,0.00572375045545136,0.00396111733647138,36,"tags=91%, list=24%, signal=75%","ACAT1/HAO1/IVD/GOT2/HPD/ASL/AGXT/ARG1/CPS1/SHMT1"
"BP","GO:0010629","negative regulation of gene expression",22,0.524259708519739,2.24605945358928,0.000556167944154167,0.00580886519449907,0.00402002092967573,39,"tags=68%, list=26%, signal=59%","HNRNPR/HSPA1A/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/HSP90AB1/HNRNPC/SND1/SSB/BANF1/RNH1/ANXA1"
"BP","GO:0006259","DNA metabolic process",11,0.669170812954839,2.2451900268748,0.000601864737912746,0.00614948753954327,0.00425574837563017,41,"tags=82%, list=27%, signal=64%","HNRNPA1/PPP2R1A/XRCC5/HNRNPU/HSP90AB1/HNRNPC/XRCC6/BANF1/CCT6A"
"BP","GO:0016070","RNA metabolic process",32,0.453125342825891,2.17754976363838,0.000640995642986638,0.00640995642986638,0.00443600568158726,64,"tags=72%, list=42%, signal=53%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/ANXA2/HNRNPC/XRCC6/SND1/SSB/RNH1/PSMC3/PPIA/EZR/ILF2/HINT1/HNRNPA2B1/APOE"
"BP","GO:0010817","regulation of hormone levels",13,-0.620703405480445,-2.15340531996525,0.000671084195549739,0.0065710327480912,0.00454747843036994,32,"tags=69%, list=21%, signal=60%","ADH4/RETSAT/UGT2B10/UGT2B15/SLC2A2/DHRS7/CYP2C9/UGT2B7/CYP2C8"
"BP","GO:0019219","regulation of nucleobase-containing compound metabolic process",30,0.452656973021156,2.11754656828159,0.000768511874842099,0.00737144043215891,0.00510139998552542,30,"tags=47%, list=20%, signal=47%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1"
"BP","GO:0051172","negative regulation of nitrogen compound metabolic process",26,0.488419083867529,2.20347125696396,0.000796828525917092,0.0073773972665547,0.00510552240843315,28,"tags=50%, list=19%, signal=49%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPU/PABPC1/RPS13/ANXA2/HSP90AB1/HNRNPC/XRCC6"
"BP","GO:0010467","gene expression",57,0.390275870939709,2.11357995571441,0.00080052608637083,0.0073773972665547,0.00510552240843315,89,"tags=84%, list=59%, signal=56%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/EEF1B2/SND1/EIF5/FKBP11/SSB/BANF1/RNH1/ANXA1/CCT6A/PSMC3/PPIA/RPL17/EZR/HYOU1/ILF2/HINT1/HNRNPA2B1/RPL3/APOE/EEF1D/FBLN1/HSPA9/RPS18/TXNDC5/PCBP1/RPS7/HDGF/RPL10A/HSPD1/SPTBN1/CDC37/ANXA4"
"BP","GO:0007010","cytoskeleton organization",26,0.484969419571715,2.18790831855088,0.000873170506168393,0.00774321014904046,0.00535868294748825,72,"tags=81%, list=48%, signal=51%","KPNB1/PPP2R1A/HSPA1A/LMNB1/HNRNPU/PLS3/TAGLN2/RNH1/ANXA1/TLN1/CAPZA1/TUBB2A/TUBB/CAP1/EZR/NSFL1C/APOE/FLNB/TUBB4B/TUBA1B/CAPZB"
"BP","GO:0051252","regulation of RNA metabolic process",27,0.479196235363776,2.17895944117892,0.000863113386836145,0.00774321014904046,0.00535868294748825,30,"tags=48%, list=20%, signal=47%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/PTBP1/HNRNPU/PABPC1/RPS13/ANXA2/HNRNPC/XRCC6/SND1"
"MF","GO:0003729","mRNA binding",15,0.579050829192128,2.18103562972217,0.000918759110337335,0.00799660707145458,0.00553404610320149,24,"tags=60%, list=16%, signal=56%","HNRNPA1/HNRNPR/HDLBP/PTBP1/HNRNPA3/HNRNPU/PABPC1/RPS13/HNRNPC"
"BP","GO:0006091","generation of precursor metabolites and energy",15,-0.604840983032925,-2.25361989541374,0.000965538100566909,0.00825096195029904,0.00571007221196507,55,"tags=87%, list=36%, signal=61%","CAT/ACAT1/ALDH2/ADH7/AKR7A3/ADH4/MAOB/UGP2/KHK/PYGL/FBP1/GPD1/ALDOB"
"BP","GO:0022402","cell cycle process",11,0.649875853351338,2.18045192109962,0.0010459617559946,0.00877860759495467,0.00607522899628442,53,"tags=91%, list=35%, signal=64%","KPNB1/PPP2R1A/HSPA1A/HNRNPU/SND1/BANF1/ANXA1/TUBB/EZR/NSFL1C"
"BP","GO:0097435","supramolecular fiber organization",16,0.554192872064689,2.14058343853804,0.00114368389360778,0.0094303759648361,0.0065262848222494,52,"tags=75%, list=34%, signal=55%","KPNB1/HNRNPA1/HSPA1A/ANXA2/PLS3/HSP90AB1/TAGLN2/RNH1/CAPZA1/CAP1/COL18A1/EZR"
"BP","GO:0060255","regulation of macromolecule metabolic process",50,0.379205216364275,2.02034473244927,0.00119965140329497,0.00972131309566615,0.00672762765187199,41,"tags=46%, list=27%, signal=50%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/EIF5/PSMC1/SSB/BANF1/RNH1/ANXA1/CCT6A"
"BP","GO:0007049","cell cycle",16,0.549617522206638,2.12291103850306,0.00125526046113082,0.00999953248697433,0.00692016917911549,53,"tags=75%, list=35%, signal=54%","KPNB1/PPP2R1A/HSPA1A/HNRNPU/HSP90AB1/SND1/BANF1/ANXA1/TUBB2A/TUBB/EZR/NSFL1C"
"CC","GO:1902494","catalytic complex",25,0.469546754165789,2.08829690456304,0.00130563678039599,0.0102274881131019,0.00707792570425195,62,"tags=76%, list=41%, signal=54%","HNRNPA1/HNRNPR/PPP2R1A/XRCC5/HNRNPA3/HNRNPU/PABPC1/HNRNPC/CAPNS1/PAFAH1B2/XRCC6/PSMC1/PSMD8/PSMC3/CFB/UQCRC2/PSMD11/HINT1/HNRNPA2B1"
"BP","GO:0031326","regulation of cellular biosynthetic process",45,0.396966488469859,2.0630521342763,0.00135639587769,0.0104509190576115,0.0072325509267681,41,"tags=49%, list=27%, signal=51%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/XRCC6/SND1/EIF5/SSB/BANF1/RNH1/ANXA1/CCT6A"
"BP","GO:0042445","hormone metabolic process",11,-0.638469482644312,-2.06572523397112,0.00138993281298877,0.0105365874533019,0.00729183767764905,32,"tags=73%, list=21%, signal=62%","ADH4/RETSAT/UGT2B10/UGT2B15/DHRS7/CYP2C9/UGT2B7/CYP2C8"
"BP","GO:0016054","organic acid catabolic process",13,-0.596441480133138,-2.06923346162809,0.00144311613451992,0.0105978841128807,0.00733425798629369,52,"tags=85%, list=34%, signal=61%","ACAT1/ACAA1/HAO1/IVD/ACAA2/GOT2/HPD/AGXT/ACADS/ARG1/SHMT1"
"BP","GO:0046395","carboxylic acid catabolic process",13,-0.596441480133138,-2.06923346162809,0.00144311613451992,0.0105978841128807,0.00733425798629369,52,"tags=85%, list=34%, signal=61%","ACAT1/ACAA1/HAO1/IVD/ACAA2/GOT2/HPD/AGXT/ACADS/ARG1/SHMT1"
"BP","GO:0044255","cellular lipid metabolic process",22,-0.498158626250041,-2.0377292036618,0.00148935756670078,0.0107692008669133,0.00745281762122331,56,"tags=77%, list=37%, signal=57%","LRP1/CAT/ACAT1/ACAA1/HAO1/ACSL1/ADH7/IVD/ADH4/ACAA2/RETSAT/GPD1/DHRS7/ACADS/CPS1/CYP2C9/CYP2C8"
"BP","GO:0031323","regulation of cellular metabolic process",55,0.362493990087127,1.97067480842046,0.00152800560898103,0.0108812520639558,0.00753036257057636,41,"tags=45%, list=27%, signal=52%","HNRNPA1/HNRNPR/PPP2R1A/HSPA1A/XRCC5/LMNB1/PTBP1/HNRNPU/PABPC1/AKR1C1/RPS13/FN1/ANXA2/HSP90AB1/HNRNPC/CAPNS1/PAFAH1B2/XRCC6/SND1/EIF5/SSB/BANF1/RNH1/ANXA1/CCT6A"
